130,4,WIF3005,Software Maintenance & Evolution,K,Tuesday,2021-10-18,2022-01-14,16:00:00,18:00:00,5
131,4,WIF3005,Software Maintenance & Evolution,T1,Thursday,2021-10-18,2022-01-14,16:00:00,17:00:00,6
132,4,WIF3005,Software Maintenance & Evolution,T2,Thursday,2021-10-18,2022-01-14,17:00:00,18:00:00,7
133,4,WIF3006,Component-Based Software Engineering,K,Wednesday,2021-10-18,2022-01-14,9:00:00,12:00:00,4
134,4,WIF3007 ,Design Patterns,K,Tuesday,2021-10-18,2022-01-14,10:00:00,12:00:00,5
135,4,WIF3007 ,Design Patterns,T1,Thursday,2021-10-18,2022-01-14,12:00:00,13:00:00,8
136,4,WIF3007 ,Design Patterns,T2,Thursday,2021-10-18,2022-01-14,15:00:00,16:00:00,9
137,4,WIF3008,Real Time Systems,K,Monday,2021-10-18,2022-01-14,9:00:00,11:00:00,2
138,4,WIF3008,Real Time Systems,T1,Wednesday,2021-10-18,2022-01-14,12:00:00,13:00:00,12
139,4,WIF3008,Real Time Systems,T2,Wednesday,2021-10-18,2022-01-14,13:00:00,14:00:00,13
140,4,WIG3003,Multimedia Programming,K,Tuesday,2021-10-18,2022-01-14,9:00:00,11:00:00,4
141,4,WIG3003,Multimedia Programming,T,Thursday,2021-10-18,2022-01-14,11:00:00,12:00:00,6
142,4,WIF3006,Digital Video Processing,K,Wednesday,2021-10-18,2022-01-14,16:00:00,18:00:00,5
143,4,WIF3006,Digital Video Processing,T,Friday,2021-10-18,2022-01-14,11:00:00,12:00:00,7
144,4,WIF3007 ,Special Topics in Multimedia,K,Tuesday,2021-10-18,2022-01-14,15:00:00,18:00:00,2
145,4,WIG3008,Multimedia Forensics & Security, K,Monday,2021-10-18,2022-01-14,15:00:00,18:00:00,2
